ID	FLOAT	FLOAT	X	BOOL	FLOAT	BOOL_HUN	X	X	FLOAT	BOOL	FLOAT	X	X	X	NOMINAL	FLOAT	X	FLOAT	FLOAT	X	BOOL	X	BOOL	FLOAT	BOOL	X	BOOL	X	X	X	X	BOOL	X	FLOAT	X	FLOAT	BOOL	FLOAT	FLOAT	X	X	FLOAT	NOMINAL	FLOAT	X	FLOAT	FLOAT	X	X	X	X	X	X	FLOAT	X	X	X	BOOL	BOOL	X	BOOL	BOOL	X	X	X	FLOAT	X	FLOAT	X	FLOAT	FLOAT	BOOL	X	X	FLOAT	X	X	X	NOMINAL	FLOAT	FLOAT	BOOL_TLD	X	FLOAT	FLOAT	BOOL	FLOAT	X	INT	FLOAT	X
stt	0	3	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	1	0	0	0	0	0	0	0	0	0	0	Budeh Stieng	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	6.0	0	0	0	Stieng, Budeh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40000	0	4	0	0	0	stt
stu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	Samtao	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	6.0	0	0	0	Samtao	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13180	0	0	0	0	0	stu
dty	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	Dotyali	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	4.0	0	0	0	Dotyali	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250000	0	0	0	0	0	dty
stw	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	Satawalese	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	5.0	0	0	0	Satawalese	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	460	0	0	0	7	0	stw
stp	0	5	0	0	0	0	"SOUTHEASTERN TEPEHUÁN, TEPEHUÁN SURESTE"	0	0	-	0	en	STP	Thu Dec 27 22:27:05 CST 2012	m	0	stp	4	0	-	no	stp	0	0	0	"Uto-Aztecan, Southern Uto-Aztecan, Sonoran, Tepiman, Southern Tepehuan."	-	-	Southeastern Tepehuan	-	STP	-	-	0	0	421113	0	2	0	0	0	421439	0	0	"SOUTHEASTERN TEPEHUÁN, TEPEHUÁN SURESTE"	5.0	0	-	stp	Tepehuan, Southeastern	Mon Jun 13 12:47:00 CDT 2011	stp	Mexico	0	-	"Uto-Aztecan, Southern Uto-Aztecan, Sonoran, Tepiman, Southern Tepehuan."	Southeastern Tepehuan	0	-	0	no		0	0	0	0	-	0	0	16	2143180	1	en	0	0	-	0	0	0	2145192	2	0	Southeastern Tepehuan	0	10600	0	10	Mexico	0	0	stp
stq	0	0		0	0	not found	"OSTFRIESISCH, SATERLANDIC FRISIAN, SEELTERSK FRISIAN"	1.00	0	-	0	en	FRS	-	b	2303	stq	0	967358	-	no	stq	0	0	0	"Indo-European, Germanic, West, Frisian."	-	stq	Frisian	stq	FRS	-	-	2712	Seeltersk	926940	0	0	2050688		Saterland Frisian	0	0	0	"OSTFRIESISCH, SATERLANDIC FRISIAN, SEELTERSK FRISIAN"	7.0	0	-	stq	Saterfriesisch	Mon Aug 16 22:04:00 CDT 2010	stq	Germany	1	-	"Indo-European, Germanic, West, Frisian."	Saterfriesisch	FALSE	-	stq	no			179	stq	1	Seeltersk		stq	0	5855510	1	en		0	Seeltersk		6370	M	0	399	"39.06 de 27.59 o 13.50 c"	Saterfriesisch	0	1000	0	0	Germany	6	0.15	stq
str	0	5	0	0	0	0	STRAITS	0	0	-	0	en	STR	-	m	4	str	6	0.0	-	no	str	0	0	0	"Salishan, Central Salish, Straits."	-	-	Straits Salish	-	STR	-	-	0	0	3082	1	0	311	0	0	0	0	0	STRAITS	8.5	0	-	str	Salish, Straits	Sun Sep 25 20:20:25 CDT 2011	str	Canada	0	-	"Salishan, Central Salish, Straits."	Straits Salish	0	-	0	no		0	0	0	0	-	0	0	7	20026	1	en	0	0	-	0	0	0	0	2	0	Straits Salish	0	20	0	5	Canada	8	0.0	str
sts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	Shumashti	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	6.0	0	0	0	Shumashti	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	6	0	sts
dts	0	5	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	1	0	0	0	0	0	0	0	0	0	0	Toro So Dogon	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	4.0	0	0	0	Dogon, Toro So	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50000	0	6	0	0	0	dts
dtr	0	2	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	1	0	0	0	0	0	0	0	0	0	0	Lotud	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	6.5	0	0	0	Lotud	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	dtr
dtp	0	2	0	0	0	0	0	0	0	0	0	0	0	0	b	139	0	0	42278.0	0	0	0	0	0	0	0	0	0	Central Dusun	0	0	0	0	2642.375	0	0	1	0	85503	0	0	0	0	0	0	6.5	2	0	0	Dusun, Central	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	141000	0	4	0	0	0.115107913669	dtp
dtu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	Tebul Ure Dogon	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	6.0	0	0	0	Dogon, Tebul Ure	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3000	0	0	0	7	0	dtu
dtt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	Toro Tegu Dogon	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	6.0	0	0	0	Dogon, Toro Tegu	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2900	0	0	0	0	0	dtt
xxe-oci-lnc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	Occitan	0	0	0	0	0	0	0	0	0	0	0	Languedocian	0	0	0	0	7.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
tfo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	Tefaro	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	6.5	0	0	0	Tefaro	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	7	0	tfo
lid	0	2	0	0	0	0	"LINDROU, LINDAU, SALIEN, NYADA"	0	0	-	1	en	LID	Fri Dec 28 19:11:59 CST 2012	m	0	lid	1	0	-	no	lid	0	1	0	"Austronesian, Malayo-Polynesian, Central-Eastern, Eastern Malayo-Polynesian, Oceanic, Admiralty Islands, Eastern, Manus, West."	-	-	Nyindrou	-	LID	-	-	0	0	51491	0	349	0	0	0	475741	0	0	"LINDROU, LINDAU, SALIEN, NYADA"	4.0	1	-	lid	Nyindrou	Sat Jun 11 09:16:23 CDT 2011	lid	Papua New Guinea	0	-	"Austronesian, Malayo-Polynesian, Central-Eastern, Eastern Malayo-Polynesian, Oceanic, Admiralty Islands, Eastern, Manus, West."	Nyindrou	0	-	0	no		0	0	0	0	-	0	0	2	286181	0	en	0	2	-	0	0	0	2569818	32	0	Nyindrou	0	4200	0	2	Papua New Guinea	0	0	lid
lie	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	Likila	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	6.0	0	0	0	Likila	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8400	0	0	0	0	0	lie
lif	0	7	0	0	0	0	YAKTHUNG PAN	0	0	0	0	en	LIF	Mon Jan 7 08:15:26 CST 2013	m	1	lif	3	0.0	-	no	lif	0	20	0	"Sino-Tibetan, Tibeto-Burman, Himalayish, Mahakiranti, Kiranti, Eastern."	-	-	Limbu	0	0	0	0	0	0	0	1	1	385	0	0	136899	0	0	0	5.0	0	hne hi ne	0	Limbu	0	0	0	0	0	0	Limbu	0	-	0	0		0	0	0	0	0	0	0	5	0	0	0	0	20	-	0	0	0	1463233	0	0	0	0	371300	0	12	Nepal	6	0.0	lif
lig	0	1	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	1	0	0	0	0	0	0	0	0	0	0	Ligbi	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	6.0	0	0	0	Ligbi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19000	0	1	0	0	0	lig
lia	0	0	0	0	0	0	"YIMBA, YUMBA"	0	0	lia	0	en	LIA	Thu Jan 3 09:45:09 CST 2013	m	0	lia	0	0	-	no	lia	0	0	0	"Niger-Congo, Atlantic-Congo, Atlantic, Southern, Limba."	-	-	West-Central Limba	-	LIA	-	-	0	0	4328	0	2	0	0	0	5184	0	0	"YIMBA, YUMBA"	5.0	0	kha miq dua knv-x-ara	lia	Limba, West-Central	Fri May 21 11:53:34 CDT 2010	lia	Sierra Leone	1	kha	"Niger-Congo, Atlantic-Congo, Atlantic, Southern, Limba."	Limba	0	lia	0	no		0	0	0	1	-	0	0	0	26010	0	en	0	0	-	0	0	0	28932	3	0	Limba	0	335000	0	0	Sierra Leone	0	0	lia
lib	0	1	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	Likum	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	6.5	0	0	0	Likum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	80	0	1	0	9	0	lib
lic	0	6	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	3	0	0	0	0	0	0	0	0	0	0	Hlai	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	6.0	0	0	0	Hlai	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	667000	0	6	0	0	0	lic
lil	0	6	0	0	0	0	ST'AT'IMCETS	0	0	-	0	en	LIL	-	m	0	lil	1	0	-	no	lil	0	0	0	"Salishan, Interior Salish, Northern."	-	-	Lillooet	-	LIL	-	-	0	0	17055	0	0	0	0	0	0	0	0	ST'AT'IMCETS	7.0	0	-	lil	Lillooet	Sun Sep 25 19:16:09 CDT 2011	lil	Canada	0	-	"Salishan, Interior Salish, Northern."	Lillooet	0	-	0	no		0	0	0	0	Ucwalmícwts	0	0	2	141287	0	en	0	0	Ucwalmícwts	0	0	0	0	2	0	Lillooet	0	310	0	6	Canada	7	0	lil
lim	0	2		0	0	not found	"LIMBURGIAN, LIMBURGIC, LIMBURGS, LIMBOURGEOIS"	1.00	0	-	0	en nl	DUT	-	v	6990	li	0	7497457	"Kenneth Rohde Christiansen, Mathieu van Woerkom"	no	lim	0	0	0	"Indo-European, Germanic, West, Low Saxon-Low Franconian, Low Franconian."	-	li	Limburgish	li	DUT	-	"Kenneth Rohde Christiansen, Mathieu van Woerkom"	2859	Limburgs	501145	0	0	12437372		Limburgian	0	0	0	"LIMBURGIAN, LIMBURGIC, LIMBURGS, LIMBOURGEOIS"	2.0	0	fy nl nds	lim	Limburgish	Fri May 21 11:53:06 CDT 2010	li	Netherlands	0	fy nl nds	"Indo-European, Germanic, West, Low Saxon-Low Franconian, Low Franconian."	Limburgish	FALSE	-	li	no			129	li	0	Limburgs		lim	1	3081711	0	en nl		0	Limburgs		1300000	B	0	731	"27.36 de 23.87 nl 16.68 o"	Limburgish	0	1300000	0	2	Netherlands	0	0.38	lim
lin	5	7		0	0	aff-dic	NGALA	0.81	0	lin	0	en fr	LIN	-	v	1817	ln	2	291403	"Mike Nkongolo, Denis Jacquerye, Etienne Ruedin"	yes	lin	0	1	0	"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Northwest, C, Bangi-Ntomba (C.40), Lusengo."	li	ln	Lingala	ln	LIN	li	"Mike Nkongolo, Denis Jacquerye, Etienne Ruedin"	2792	Lingala	1058650	0	0	649512		Lingala	0	0	0	NGALA	2.0	0	ktu amu ki sw kg	lin	Lingala	Wed Sep 14 13:38:35 CDT 2011	ln	Dem. Rep. of Congo	0	ktu amu ki sw kg	"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Northwest, C, Bangi-Ntomba (C.40), Lusengo."	Lingala	FALSE	lin	ln	yes			192	ln	0	Lingála	0.43	lin	2	6266182	1	en fr		1	Lingála		10000000	B	0	291	"46.30 o 16.47 c 6.06 n"	Lingala	0	2141300	0	10	Dem. Rep. of Congo	0	0.05	lin
lio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	Liki	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	8.0	0	0	0	Liki	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	9	0	lio
lih	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	Lihir	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	4.0	0	0	0	Lihir	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12600	0	0	0	0	0	lih
lii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	Lingkhim	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	7.7	0	0	0	Lingkhim	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	9	0	lii
lij	0	2		0	0	not found	"LÍGURU, LIGURE, LIGURIAN"	1.00	0	-	0	en	LIJ	-	v	2898	lij	1	541167	"Alessio Gastaldi, Mark Williamson"	no	lij	0	0	0	"Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Gallo-Romance, Gallo-Italian."	-	lij	Ligurian	lij	LIJ	-	"Alessio Gastaldi, Mark Williamson"	2840	Líguru	182311	0	0	1316050		Ligurian	0	0	0	"LÍGURU, LIGURE, LIGURIAN"	5.0	0	it es pt	lij	Ligurian	Fri Mar 16 10:58:32 CDT 2012	lij	Italy	0	it es pt	"Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Gallo-Romance, Gallo-Italian."	Tabarkin	FALSE	-	lij	no			164	lij	0	Lìgure		lij	1	1055103	1	en		0	Lìgure		1925000	B	0	40	"32.46 o 15.15 it 14.52 c"	Tabarkin	0	505100	0	2	Italy	0	0.07	lij
lik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	Lika	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	5.0	0	0	0	Lika	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60000	0	0	0	0	0	lik
lit	2	19		0	1	aff-dic	"LIUTUVISKAI, LIETUVI, LITOVSKIY, LITEWSKI, LITAUISCHE"	0.91	0	lit	0	en	LIT	-	v	150970	lt	2	110227836	-	yes	lit	1	1	0	"Indo-European, Baltic, Eastern."	l	lt	Lithuanian	lt	LIT	l	-	2636	Lietuvių	6103928	0	0	164973266	.lt	Lithuanian	0	v	0	"LIUTUVISKAI, LIETUVI, LITOVSKIY, LITEWSKI, LITAUISCHE"	1.0	0	lvs ltg	lit	Lithuanian	Sat Jan 28 15:30:21 CST 2012	lt	Lithuania	0	lvs ltg	"Indo-European, Baltic, Eastern."	Lithuanian	FALSE	lit	lt	yes	1		30	lt	0	Lietuvių	0.73	lit	3	47733705	1	en		2	Lietuvių	n.a.	3200000	V	0	5261	"34.52 o 25.50 lt 19.17 c"	Lithuanian	0	3130970	P	20	Lithuania	0	0.25	lit
liu	0	1	0	0	0	0	0	0	0	0	1	0	0	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	Logorik	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	7.0	1	0	0	Logorik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	0	1	0	6	0	liu
liv	0	4	0	0	0	0	0	0	0	0	1	0	0	0	h	688	0	1	98955.0	0	0	0	0	0	0	0	0	0	Livonian	0	0	0	0	1570.71428571	0	0	1	0	248257	0	0	0	0	0	0	8.5	1	0	0	Liv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	15	0	6	0	8	0.0915697674419	liv
liw	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	Col	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	6.0	0	0	0	Col	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145000	0	0	0	0	0	liw
lip	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	Sekpele	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	5.0	0	0	0	Sekpele	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23400	0	0	0	5	0	lip
liq	0	1	0	0	0	0	0	0	0	0	1	0	0	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	Libido	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	6.0	1	0	0	Libido	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9208	64400	0	1	0	0	0	liq
lir	0	0	0	0	0	0	0	0	0	0	0	0	0	0	b	0	0	0	0	0	0	0	0	0	0	0	0	0	Liberian English	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	3.0	0	0	0	English, Liberian	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1500000	0	0	0	0	0	0	lir
lis	0	9	0	0	0	0	0	0	0	0	0	0	0	0	b	0	0	3	0	0	0	0	0	1	0	0	0	0	Lisu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0	1	0	0	Lisu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	0	1	0	0	0	0	0	0	0	0	7000	942700	0	9	0	0	0	lis
lix	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	Liabuku	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	8.0	0	0	0	Liabuku	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	9	0	lix
liy	0	4	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	1	0	0	0	0	0	0	0	0	0	0	Banda-Bambari	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	6.0	1	0	0	Banda-Bambari	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183000	0	4	0	0	0	liy
liz	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	Libinza	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	6.0	0	0	0	Libinza	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	liz
kac	2	7	0	0	0	0	"KACHIN, JINGHPAW, CHINGPAW, CHINGP'O, MARIP"	0	0	-	0	en	CGP	-	v	4	kac	3	515.0	-	no	kac	0	2	0	"Sino-Tibetan, Tibeto-Burman, Jingpho-Konyak-Bodo, Jingpho-Luish, Jingpho."	ah	-	Kachin	-	CGP	ah	-	515.0	0	412831	1	0	1565	0	0	0	0	0	"KACHIN, JINGHPAW, CHINGPAW, CHINGP'O, MARIP"	3.0	1	-	kac	Kachin	Mon Jun 13 16:40:48 CDT 2011	kac	Myanmar	0	-	"Sino-Tibetan, Tibeto-Burman, Jingpho-Konyak-Bodo, Jingpho-Luish, Jingpho."	Jingpho	0	-	0	no		0	0	0	0	-	0	0	6	2035270	0	en	0	2	-	0	0	0	0	204	0	Jingpho	0	940000	0	10	Myanmar	0	0.25	kac
kab	0	7		0	0	not found	-	1.00	0	-	1	en	KYL	-	b	1065	kab	5	725087	Jenia Gutova	no	kab	0	20	0	"Afro-Asiatic, Berber, Northern, Kabyle."	kby	kab	Kabyle	kab	KYL	kby	Jenia Gutova	5528	Taqbaylit	2818632	0	0	1172076		Kabyle	0	v	0	-	5.0	1	tzm	kab	Kabyle	Tue Oct 11 13:51:54 CDT 2011	kab	Algeria	0	tzm	"Afro-Asiatic, Berber, Northern, Kabyle."	Kabyle	FALSE	-	kab	no			216	kab	0	Taqbaylit		kab	5	17888251	1	en		20	Taqbaylit		7500000	V	0	939	"51.47 o 21.19 c 7.64 n"	Kabyle	0	5586000	0	7	Algeria	0	0.12	kab
kaa	0	5		0	0	not found	"QARAQULPAQS, KARAKLOBUK, TCHORNY, KLOBOUKI"	1.00	0	-	0	en	KAC	-	v	583	kaa	1	793656	-	no	kaa	0	0	0	"Altaic, Turkic, Western, Aralo-Caspian."	-	kaa	Kara-Kalpak	kaa	KAC	-	-	3484	Qaraqalpaqsha	104606	0	0	936213		Karakalpak	0	0	0	"QARAQULPAQS, KARAKLOBUK, TCHORNY, KLOBOUKI"	5.0	0	tr crh tk	kaa	Kara-Kalpak	Wed Sep 28 11:56:17 CDT 2011	kaa	Uzbekistan	0	tr crh tk	"Altaic, Turkic, Western, Aralo-Caspian."	Karakalpak	FALSE	-	kaa	no			233	kaa	0	Qaraqalpaqsha		kaa	3	869738	1	en		0	Qaraqalpaqsha		412000	B	0	57	"59.96 o 16.63 c 7.35 de"	Karakalpak	0	410410	0	6	Uzbekistan	0	0.39	kaa
kag	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	Kajaman	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	6.5	0	0	0	Kajaman	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	0	0	0	0	0	kag
kaf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	Katso	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	7.0	0	0	0	Katso	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4000	0	0	0	0	0	kaf
kae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	h	1	0	0	855.0	0	0	0	0	0	0	0	0	0	Ketangalan	0	0	0	0	855.0	0	0	1	0	855	0	0	0	0	0	0	10.0	0	0	0	Ketangalan	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	kae
kad	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	Adara	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	6.0	0	0	0	Adara	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300000	0	0	0	0	0	kad
kak	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	Kayapa Kallahan	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	5.0	0	0	0	Kallahan, Kayapa	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15000	0	0	0	0	0	kak
kaj	0	1	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	1	0	0	0	0	0	0	0	0	0	0	Jju	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	5.0	0	0	0	Jju	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300000	0	10	0	0	0	kaj
kai	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	Karekare	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	6.0	0	0	0	Karekare	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150000	0	0	0	0	0	kai
kah	0	3	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	1	0	0	0	0	0	0	0	0	0	0	Kara (Central African Republic)	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	6.0	0	0	0	Kara (Central African Republic)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4800	0	3	0	6	0	kah
