ID,Name in English,Name in French,Name in Spanish,Countries,Country codes alpha 3,ISO639-3 codes,Degree of endangerment,Alternate names,Name in the language,Number of speakers,Sources,Latitude,Longitude,Description of the location,Endangerment code,In Europe
506,Ulcha,ulcha,ulchi,Russian Federation,RUS,ulc,Critically endangered,,,732.0,"О. П. Суник: Ульчский язык. — Языки мира: Монгольские языки; Тунгусо-маньчжурские языки; Японский язык; Корейский язык. Москва: Индрик, 1997. | И. В. Кормушин: Ульчский язык. — Языки народов России: Красная книга. Москва: Academia, 2002. 207–211. | А. Х. Гирфанова: Ульчский язык http://lingsib.unesco.ru/ru/languages/ulch.shtml.htm",52.0457,140.4162,Ul’cha County in Khabarovsk Region,4,True
496,Nivkh (Sakhalin),nivkhe (Sakhaline),nivejí (Sajalín),Russian Federation,RUS,niv,Severely endangered,,,688.0,А. Н. Биткеева: Нивхский язык http://lingsib.unesco.ru/ru/languages/nivkh.shtml.htm,51.7814,143.1628,"Sakhalin Province: the village of Nekrasovka and smaller neighbouring villages such as Moskal’vo, Chir-Unvd and Viakhtu in Okha County; the village of Rybnovsk (Rybnoye) in the same county; the town of Nogliki in Nogliki County; also the town of Poronaysk in Poronaysk County",3,True
351,Faetar,faetar,faetar,Italy,ITA,frp,Definitely endangered,,,600.0,Naomi Nagy: Writing a sociolinguistics grammar of Faetar. Penn Working Papers in Linguistics 7.3: Selected Papers from NWAV 29 (2001): 225–246.,41.3265,15.1721,Faeto and Celle San Vito in Foggia Province in Apulia; an outlying dialect of Francoprovençal not listed separately by the SIL,2,True
497,Northern Selkup,selkoupe septentrional,selcupo septentrional,Russian Federation,RUS,sel,Severely endangered,Taz Selkup,,600.0,"О. А. Казакевич: Селькупский язык http://lingsib.unesco.ru/ru/languages/selkup.shtml.htm | Е. А. Хелимский: Селькупский язык. — Языки народов России: Красная книга. Москва: Academia, 2002. 160–164.",65.7035,82.4441,"Krasnosel’kup County in Yamal Nenets Autonomous District, the northern parts of Turukhansk County in Krasnoyarsk Region and the northeastern corner of Nizhnevartovsk County in Khanty-Mansi Autonomous District",3,True
1048,Hinukh,hinukh,hinuj,Russian Federation,RUS,gin,Definitely endangered,Ginukh,,548.0,"М. Ш. Халилов: Гинухский язык. — Языки Российской Федерации и соседних государств: энциклопедия I. Москва: Наука, 1997.",42.1801,45.977,"the village of Ginukh in Tsunta County, and by an immigrant community in the village of Monastyrskoye in Kizlyar County, in the Republic of Daghestan",2,True
1038,Archi,archi,archi,Russian Federation,RUS,aqc,Definitely endangered,,,524.0,"А. Е. Кибрик: Арчинский язык. — Языки Российской Федерации и соседних государств: энциклопедия I. Москва: Наука, 1997.",41.9839,46.8127,the village of Archi (Archib) in Charoda County in the Republic of Daghestan,2,True
491,Nganasan,nganassan,enganasán,Russian Federation,RUS,nio,Severely endangered,,,505.0,"Eugene Helimski: Nganasan. — The Uralic languages. Edited by Daniel Abondolo. London & New York: Routledge, 1998. 480–515. | В. Ю. Гусев: Нганасанский язык http://lingsib.unesco.ru/ru/languages/nganasan.shtml.htm",72.816,91.582,"originally central Taymyr, the regions of the Pyasina and Taymyra river systems, now largely concentrated in the villages of Ust’-Avam and Volochanka in Dudinka County and Novaya in Khatanga County in the former Taymyr (Dolgan and Nenets) Autonomous District; a group of approximately 100 people continue to lead a semi-nomadic life in the region of the river Dudypta near Ust’-Avam",3,True
1514,Arbanasi,arbanasi,arbanasi,Croatia,HRV,,Severely endangered,,,500.0,"August Kovačec: Arbanasi-Albanisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 67–70.",44.0994,15.2545,Arbanasi in Zadar (Zara); an outlying dialect of (Gheg) Albanian not listed at all by the SIL,3,True
1050,Khvarshi,khvarshi,javarsí,Russian Federation,RUS,khv,Definitely endangered,,,500.0,,42.3417,46.1212,the village of Khvarshi in Tsumada County in the Republic of Daghestan,2,True
414,South Saami,saami méridional,saamí meridional,"Norway, Sweden","NOR, SWE",sma,Severely endangered,,åarjelsaemien gïele,500.0,,64.2063,13.4802,"Vilhelmina County and parts of neigbouring counties in Västerbotten Province (Åsele Lappmark), Strömsund, Krokom, Åre, Berg and Härjedalen counties in Jämtland Province, and Idre region in Älvdalen County in Dalarna Province, Sweden; southern parts (up till Rana) in Nordland Province, many parts of Nord-Trøndelag and Sør-Trøndelag provinces and Engerdal region in Hedmark Province, Norway",3,True
1331,Alabugat Tatar,tatar alabugat,alabugat,Russian Federation,RUS,,Definitely endangered,,,422.0,Л. Ш. Арсланов: Язык алабугатских татар Каспийского района Калмыцкой АССР. Казань 1988.,45.4447,47.0324,the village of Severnyy at the station of Ulan-Khol in Lagan’ County in the Kalmyk Republic; an outlying dialect of Nogay not listed at all by the SIL,2,True
1345,Cimbrian,cimbre,cimbriano,Italy,ITA,cim,Definitely endangered,Cimbro,,400.0,"Anthony R. Rowley: „Mocheno e Cimbro“: Von Dialekt(en) zu Sprache(n)? — Dialektologie zwischen Tradition und Neuansätzen. Beiträge der Internationalen Dialektologentagung, Göttingen, 19.–21. Oktober 1998. Dieter Stellmacher (Hg.). Stuttgart 2000. 213–221.",45.867,11.4268,vigorously spoken in Luserna (Lusern) in Trento Province; disappearing in Giazza (Ljetzan) in Verona Province and in Roana (Rowan) in Vicenza Province; recently extinct in several other locations in the region; an outlying dialect of Bavarian,2,True
671,Gagauz (Maritime),gagaouze balkanique,gagauso (marítimo),"Bulgaria, Romania","BGR, ROU","bgx, gag",Severely endangered,,,400.0,"Wolfgang Schulze: Gagausisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 781–786.",43.2932,27.9602,"the coastal region to the north of, and inland from, Varna in Bulgaria, which represents the original Gagauz territory",3,True
359,Inari Saami,saami inari,saamí de Inari,Finland,FIN,smn,Severely endangered,,anarâškielâ,400.0,,68.8446,27.2817,central Inari County of Lapland Province,3,True
363,Istriot,istriot,istriano,Croatia,HRV,ist,Severely endangered,,,400.0,"Goran Filipi: Istriotisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 87–89.",45.0541,13.7246,"the towns of Rovinj (Rovigno), Vodnjan (Dignano), Bale (Valle), Fažana (Fasana), Galižana (Gallesano) and Šišan (Sissano) in the southwest of the Istrian peninsula",3,True
357,Gardiol,gardiol,gardiol,Italy,ITA,,Severely endangered,,,340.0,,39.4658,15.9933,Guardia Piedmontese in Calabria; an outlying dialect of Alpine Provençal,3,True
364,Istro-Romanian,istro-roumain,istro-rumano,Croatia,HRV,ruo,Severely endangered,Istrio-Romanian,,300.0,"Goran Filipi: Istrorumänisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 91–96.",45.3907,14.436,"the village of Žejane to the north of Učka mountain and a few villages, notably Sušnjevica, to the south of it in Kršan municipality, in the northeast of the Istrian peninsula",3,True
412,Skolt Saami,saami skolt,saamí de Skolt,"Finland, Norway, Russian Federation","FIN, NOR, RUS",sms,Severely endangered,,sää´mǩiõll,300.0,,69.5333,28.6269,"Sevettijärvi region in Inari County in Lapland Province, Finland, mainly by people evacuated from former Finnish territory of Petsamo, now Pechenga County in Murmansk Province, the Russian Federation; earlier also in the western parts of Kola County in western Murmansk Province, from where the speakers were translocated to Lovozero, the centre of Lovozero County; formerly also easternmost Finnmark Province of Norway",3,True
417,Tsakonian,tsakonien,tsakoniano,Greece,GRC,tsd,Critically endangered,τσακωνικά (in Greek),,300.0,,37.1712,22.7911,"villages around Leonidio in the south of the area, and the villages of Kastanitsa and Sitena in the north; Propontis Tsakonian was spoken in the villages of Havoutsi and Vatka on the mouth of the Gönen river in northeastern Turkey, but the speakers were settled in Greece following the 1922 population exchanges, and Propontis Tsakonian became extinct in the 1970s",4,True
147,Central Siberian Yupik (Chukotka),yupik de Sibérie (Chukotka),yupí siberiano central (península Chukchi),Russian Federation,RUS,ess,Severely endangered,Chaplino Yupik; азиатских эскимосов язык,,200.0,"Nikolai Vakhtin: Siberian Yupik and other languages of Chukotka. — Bicultural education in the North: Ways of preserving and enhancing. indigenous peoples’ languages and traditional knowledge. Edited by Erich Kasten. Münster: Waxmann, 1998. http://www.siberian-studies.org/publications/PDF/bevakhtin.pdf | Г. А. Меновщиков: Азиатских эскимосов язык. — Языки мира: Палеоазиатские языки. Москва: Индрик, 1997. 75–81.",64.546,-173.128,"settlements in south-eastern parts of Chukchi Peninsula, including Novoye Chaplino, Provideniya, Uelkal and Sireniki, Chukchi Autonomous District",3,True
360,Ingrian,ingrien,ingriano,Russian Federation,RUS,izh,Severely endangered,,,200.0,"Eberhard Winkler: Ingrisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 665–666.",59.7397,28.7017,"three small areas on the southern shore of the Gulf of Finland in St. Petersburg (Leningrad) Province in the Russian Federation: the cape of Kovashi (Hevaa) in Lomonosov County, the cape of Soykin (Soikkola) in Kingisepp County, and the cape of Kurkola in the lower Luga River area in the same county; a fourth area was formerly found along the Oredezh River in Gatchina County",3,True
1344,Töitschu,töitschu,töitschu,Italy,ITA,"gsw, swg, wae",Severely endangered,,,200.0,,45.6913,7.8682,the village of Issime (Eischeme) in the upper Lys valley in the Aosta region; an outlying dialect of Alemannic not listed separately by the SIL; the Titsch dialect of Alemannic spoken in the villages of Gressoney-Saint-Jean and Gressoney-La-Trinité does not qualify as outlying,3,True
480,Ket,ket,keto,Russian Federation,RUS,ket,Severely endangered,"Northern Ket, Imbat Ket",,150.0,"Г. К. Вернер: Кетский язык. — Языки мира: Палеоазиатские языки. Москва: Индрик, 1997. 177–187. | О. А. Казакевич: Кетский язык http://lingsib.unesco.ru/ru/languages/ket.shtml.htm",62.6236,87.7148,"the villages of Farkovo, Serkovo, Kellog, Kangatovo, Baklanikha, Vereshchagino, Surgutikha, Verkhneimbatsk, Bakhta, Goroshikha and Maduyka in Turukhansk County in the north of Krasnoyarsk Region and the village of Sulomay in Baykit County in the west of the former Evenki Autonomous District",3,True
504,Tundra Yukagir,youkaguire de la toundra,yucaguiro de la tundra,Russian Federation,RUS,"omk, xcv, ykg",Critically endangered,"Northern Yukagir; Wadul; Tundra Yukaghir; Chuvan, Omok (extinct dialects); “Chuvantsy” (Russian plural ethnonym)",,150.0,Elena Maslova: Yukaghir languages http://www.stanford.edu/~emaslova/Yukaghir.htm,69.1654,154.4732,"earlier a belt extending from the lower Indigirka in the west close to the lower Kolyma basin in the east in the Republic of Sakha (Yakutia), now largely concentrated in the villages of Andryushkino and Kolymskoye in Lower Kolyma (Nizhnekolymskiy) County",4,True
490,Negidal,negidal,neguidal,Russian Federation,RUS,neg,Critically endangered,,,147.0,"В. И. Цинциус: Негидальский язык. — Языки мира: Монгольские языки; Тунгусо-маньчжурские языки; Японский язык; Корейский язык. Москва: Индрик, 1997. | В. Ю. Гусев: Негидальский язык http://lingsib.unesco.ru/ru/languages/negidal.shtml.htm",52.942,139.779,"a number of villages including Tyr, Beloklinka and Kal’ma in Ul’cha County and Vladimirovka in the County of Polina Osipenko in Khabarovsk Region",4,True
476,Itelmen,itelmen,itelmeno,Russian Federation,RUS,itl,Critically endangered,,,100.0,"А. П. Володин: Ительменский язык. — Языки мира: Палеоазиатские языки. Москва: Индрик, 1997. 60–71. | В. Ю. Гусев: Ительменский язык http://lingsib.unesco.ru/ru/languages/itelmen.shtml.htm",57.1496,156.9012,"a small pocket on the western coast of central Kamchatka, mainly in the villages of Kovran and Upper Khayryuzovo in the south of Tigil’ County in the southern corner of Koryak Autonomous District",4,True
492,Oroch,oroch,orochi,Russian Federation,RUS,oac,Critically endangered,,,100.0,"А. Х. Гирфанова: Орочский язык. — Языки народов России: Красная книга. Москва: Academia, 2002. 148–150. | Е. П. Лебедева: Орочский язык. — Языки мира: Монгольские языки; Тунгусо-маньчжурские языки; Японский язык; Корейский язык. Москва: Индрик, 1997. | А. Х. Гирфанова: Орочский язык http://lingsib.unesco.ru/ru/languages/oroch.shtml.htm",49.1781,139.7625,"now two isolated groups in Khabarovsk Region: one in Vanino County, near the town of Sovetskaya Gavan’, including the villages of Datta and Us’ka-Orochskaya; and the other on the Amur River in Komsomol’sk County",4,True
156,East Cape Yupik,yupik du Cap Est,yupí naukán,Russian Federation,RUS,ynk,Critically endangered,Naukan Yupik,,70.0,"Nikolai Vakhtin: Siberian Yupik and other languages of Chukotka. — Bicultural education in the North: Ways of preserving and enhancing. indigenous peoples’ languages and traditional knowledge. Edited by Erich Kasten. Münster: Waxmann, 1998. http://www.siberian-studies.org/publications/PDF/bevakhtin.pdf | Г. А. Меновщиков: Азиатских эскимосов язык. — Языки мира: Палеоазиатские языки. Москва: Индрик, 1997. 75–81.",66.0166,-169.7166,"translocated in several settlements in Chukchi Autonomous District, including Uelen, Lorino, Lavrentiya, Provideniya",4,True
1474,Vilamovian,wilamowicien,vilamoviciano,Poland,POL,wym,Severely endangered,Wilamowicean; Wymysorys,,70.0,"The making of a language: the case of the idiom of Wilamowice, southern Poland / by Tomasz Wicherkiewicz. Trends in Linguistics, Documentation 19; Berlin & New York: Mouton de Gruyter, 2003.",49.7909,18.762,"the village of Wilamowice, southern Poland; an outlying dialect of German",3,True
493,Orok,orok,oroki,Russian Federation,RUS,oaa,Critically endangered,Uilta; ульта,,64.0,"Л. В. Озолиня: Орокский язык. — Языки народов России: Красная книга. Москва: Academia, 2002. 143–148. | К. А. Новикова, Л. И. Сем: Орокский язык. — Языки мира: Монгольские языки; Тунгусо-маньчжурские языки; Японский язык; Корейский язык. Москва: Индрик, 1997.",52.3437,143.0557,"Nogliki, Poronaysk and Aleksandrovsk counties in Sakhalin Province, now mainly in the village of Val in Nogliki County; Orok speakers from the southern part of the island were evacuated to Hokkaido, Japan, after 1945, where the language is now extinct",4,True
474,Forest Yukagir,youkaguire des forêts,yucaguiro de los bosques,Russian Federation,RUS,yux,Critically endangered,Southern Yukagir; Kolyma Yukagir; Forest Yukaghir; Kolyma Yukaghir; Odul,,50.0,Elena Maslova: Yukaghir languages http://www.stanford.edu/~emaslova/Yukaghir.htm,65.4936,151.0757,"earlier on the sources of the Kolyma, divided between the Republic of Sakha (Yakutia) and Magadan Province, now largely concentrated in the village of Nelemnoye as well as in the county centre Zyryanka in Upper Kolyma (Verkhnekolymskiy) County in the Republic of Sakha",4,True
379,Karaim (Lithuania),karaïm (Lituanie),karaím (Lituania),Lithuania,LTU,kdr,Severely endangered,,,50.0,"Éva Ágnes Csató: Karaim. — Minor languages of Europe. Thomas Stolz (ed.). Bochum-Essener Beiträge zur Sprachwandelforschung 30, Bochum: Brockmeyer, 2001.",54.642,24.9499,Trakai (Troki) region,3,True
501,Tofa,tofa,tofa,Russian Federation,RUS,kim,Critically endangered,Karagas,,40.0,"В. И. Рассадин: Тофаларский язык. — Языки народов России: Красная книга. Москва: Academia, 2002. 182-190. | В. И. Рассадин: Тофаларский язык. — Языки мира: Тюркские языки. Москва: Индрик, 1997. 372–383. | В. И. Рассадин: Тофаларский язык http://lingsib.unesco.ru/ru/languages/tofa.shtml.htm",53.7324,98.2589,"the villages of Alygdzher, Nerkha and Verkhnyaya Gutara in Nizhneudinsk County in Irkutsk Province",4,True
505,Udege,udihe,udihe,Russian Federation,RUS,ude,Critically endangered,Udeghe; Udihe,,40.0,"О. П. Суник: Удэгейский язык. — Языки мира: Монгольские языки; Тунгусо-маньчжурские языки; Японский язык; Корейский язык. Москва: Индрик, 1997. | А. Х. Гирфанова: Удэгейский язык http://lingsib.unesco.ru/ru/languages/udeghe.shtml.htm",47.6209,136.0903,"mainly concentrated in four villages: Krasnyy Yar in Pozharskoye County and Agzu in Terney County in Maritime (Primor’ye) Region, and Gvasyugi in the County of Lazo and Arsen’yevo (Rassvet) in Nanay County in Khabarovsk Region",4,True
467,Chulym Turk,tchoulim turcique,chulimo túrcico,Russian Federation,RUS,clw,Critically endangered,Chulym Tatar; Middle Chulym language,,35.0,"Р. М. Бирюкович: Чулымско-тюркский язык. — Языки мира: Тюркские языки. Москва: Индрик, 1997. 491–497. | Д. А. Функ: Чулымский язык http://lingsib.unesco.ru/ru/languages/chulym.shtml.htm",57.3354,88.1542,Tegul’det County in Tomsk Province and Tyukhtet County in Krasnoyarsk Region; Lower Chulym language refers to a sub-dialect of Siberian Tatar,4,True
472,Forest Enets,enets des forêts,éncico de los bosques,Russian Federation,RUS,enf,Critically endangered,Bay; бай,,20.0,В. Ю. Гусев: Энецкий язык http://lingsib.unesco.ru/ru/languages/enets.shtml.htm,68.6836,86.2727,the village of Potapovo in Dudinka County in the former Taymyr (Dolgan and Nenets) Autonomous District,4,True
400,Pite Saami,pite saami,saamí de Pite,"Norway, Sweden","NOR, SWE",sje,Critically endangered,Arjeplog Saami,,20.0,"Pekka Sammallahti: The Saami languages: an introduction. Kárášjohka: Davvi Girji, 1998.",66.0447,17.8857,originally most parts of Arjeplog County in Norrbotten Province (Pite Lappmark) in Sweden and adjacent area in Norway,4,True
419,Ume Saami,saami ume,saamí de Ume,Sweden,SWE,sju,Critically endangered,,,20.0,"Pekka Sammallahti: The Saami languages: an introduction. Kárášjohka: Davvi Girji, 1998.",65.1091,18.2153,"Arvidsjaur County and the southeastern corner of Arjeplog County in Norrbotten Province (Pite Lappmark) and Malå and Sorsele counties and the northern Tärna region in Storuman County in Västerbotten Province (Lycksele Lappmark), Sweden; formerly also Rana County in Nordland Province, Norway",4,True
423,Vote,vote,votiano,Russian Federation,RUS,vot,Critically endangered,"“Votian”, “Votic”; “Vod” (incorrect)",,20.0,,59.5858,28.4518,"Kingisepp County in the west of St. Petersburg (Leningrad) Province, concentrated in the villages of Krakol’e (Jõgõperä) and Peski-Luzhitsy (Liivtšülä-Luuditsa), until recently also in Kotly (Kattila) and Mezhniki (Rajo), which belong to the area of the Western dialect; the last speakers of Eastern Vote, in Icipino (Itšäpäivä), died probably in the 1960s, and those of the distinct, Ingrian-influenced dialect of Kurovitsy (Kukkusi) in the 1980s",4,True
763,Copper Island Aleut,aleut de l'île Copper,aleutiano de la isla Copper,Russian Federation,RUS,mud,Critically endangered,“Mednyy Aleut” (refers to the Russian name of the island); алеутско-медновский,,10.0,"Evgenij Golovko: Mednyj Aleut or Copper Island Aleut: an Aleut-Russian mixed language. — Mixed languages: 15 case studies in language intertwining. Editors: Peter Bakker and Maarten Mous, Studies in language and language use 13. Amsterdam: IFOTT, 1994. 113–121. | Е. В. Головко: Медновских алеутов язык. — Языки мира: Палеоазиатские языки. Москва: Индрик, 1997. 117–125.",54.7753,167.5662,"all on Bering Island, one of the Commander Islands in the west of the Aleutian chain, near Kamchatka, in Kamchatka Province, where Copper Island Aleuts were translocated in the 1960s; Copper Island Aleut is a mixed language of (the Attu dialect of) Aleut and Russian, which originally developed in the mid-19th century on Copper Island, the other of the Commander Islands, among Aleut speakers who had been moved there from Attu Island in Alaska",4,True
416,Ter Saami,saami ter,saamí de Ter,Russian Federation,RUS,sjt,Critically endangered,,,10.0,"Pekka Sammallahti: The Saami languages: an introduction. Kárášjohka: Davvi Girji, 1998.",68.0638,38.7063,"earlier the eastern parts of Lovozero County in Murmansk Province, from where the speakers were translocated to Lovozero",4,True
502,Tundra Enets,enets de la toundra,éncico de la tundra,Russian Federation,RUS,enh,Critically endangered,Madu; Somatu; маду; сомату,,10.0,В. Ю. Гусев: Энецкий язык http://lingsib.unesco.ru/ru/languages/enets.shtml.htm,71.6973,83.5839,the village of Vorontsovo in Ust’-Yeniseysk County in the former Taymyr (Dolgan and Nenets) Autonomous District,4,True
369,Karaim (Western Ukraine),karaïm (Ukraine occidentale),karaím (Ucrania occidental),Ukraine,UKR,kdr,Critically endangered,,,6.0,"Éva Ágnes Csató: Karaim. — Minor languages of Europe. Thomas Stolz (ed.). Bochum-Essener Beiträge zur Sprachwandelforschung 30, Bochum: Brockmeyer, 2001.",50.7538,25.3351,towns of Luts’k (Lutsk) and Halych (Galich),4,True
163,"Aleut (Western, Commander Islands)","aleut (occidental, îles du Commandeur)","aleutiano (occidental, islas del Comandante)",Russian Federation,RUS,ale,Critically endangered,,,5.0,"Е. В. Головко: Алеутский язык. — Языки мира: Палеоазиатские языки. Москва: Индрик, 1997. 101–116.",55.171,166.094,"Bering Island, one of the Commander Islands in the west of the Aleutian chain, near Kamchatka, in Kamchatka Province; moved there from Attu Island in Alaska in the early 19th century; cf. Copper Island Aleut",4,True
719,Central Selkup,selkup central,selcupo central,Russian Federation,RUS,sel,Critically endangered,"Narym Selkup, Tym Selkup (dialects)",,5.0,"О. А. Казакевич: Селькупский язык http://lingsib.unesco.ru/ru/languages/selkup.shtml.htm | Е. А. Хелимский: Селькупский язык. — Языки народов России: Красная книга. Москва: Academia, 2002. 160–164.",59.8903,82.0129,mainly the eastern parts of Kargasok and Parabel’ counties in Tomsk Province,4,True
679,Southern Selkup,selkoupe meridional,selcupo meridional,Russian Federation,RUS,sel,Critically endangered,"Ob Selkup, Ket Selkup (dialects)",,5.0,"О. А. Казакевич: Селькупский язык http://lingsib.unesco.ru/ru/languages/selkup.shtml.htm | Е. А. Хелимский: Селькупский язык. — Языки народов России: Красная книга. Москва: Academia, 2002. 160–164.",58.6626,85.8581,Kolpashevo and Upper Ket’ (Verkhneketskiy) counties in Tomsk Province and adjacent parts of Krasnoyarsk Region in the Russian Federation; formerly spoken further to the south,4,True
486,Ainu (Kuril),aïnou (Kouriles),ainú (Islas Kuriles),Russian Federation,RUS,ain,Extinct,,,0.0,"В. М. Алпатов: Айнский язык. — Языки мира: Палеоазиатские языки. Москва: Индрик, 1997. 126–138.",46.8882,152.0068,the northern islands of the Kuril chain (especially Shumshu and Paramushir) and the southern tip of Kamchatka (Cape Lopatka),5,True
494,Ainu (Sakhalin),aïnou (Sakhaline),ainú (Sajalín),Russian Federation,RUS,ain,Extinct,,,0.0,"В. М. Алпатов: Айнский язык. — Языки мира: Палеоазиатские языки. Москва: Индрик, 1997. 126–138.",47.3983,142.2949,"the southern part of Sakhalin (Karafuto), from 1905 to 1945 under Japanese administration; most of the Ainu population was evacuated (after 1945) to Hokkaido, Japan, where a few speakers of Sakhalin Ainu survived until recently",5,True
329,Akkala Saami,saami akkala,saamí de Akkala / lapón de Akkala,Russian Federation,RUS,sia,Extinct,,,0.0,,67.5809,31.668,"earlier spoken in the village of Babino in southern Murmansk Province, from where the speakers were translocated to Lovozero, the centre of Lovozero County",5,True
1611,Arin,,,Russian Federation,RUS,,Extinct,,,0.0,"Г. К. Вернер: Енисейские языки. — Языки мира: Палеоазиатские языки. Москва: Индрик, 1997. 169–177.",56.2982,91.7468,"the upper Yenisey basin, to the north of Krasnoyarsk and the Minusinsk region",5,True
465,Arman,arman,arman,Russian Federation,RUS,eve,Extinct,,,0.0,,59.6732,150.1391,поселки Ола и Армань Ольского района Магаданской области; an extinct outlying dialect of Even not listed separately by the SIL,5,True
1609,Cuman,,,Hungary,HUN,,Extinct,,,0.0,,46.5815,19.6765,the region of Cumania in Hungary; earlier spread over a large area of Eastern Europe,5,True
345,Dalmatian,dalmate,dálmata,Croatia,HRV,dlm,Extinct,,,0.0,"Žarko Muljačić: Dalmatisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 947–950.",45.0599,14.5719,Krk (Veglia) on the coast of Dalmatia; earlier also Zadar (Zara) and Dubrovnik (Ragusa),5,True
470,Eastern Kamchadal,,,Russian Federation,RUS,,Extinct,,,0.0,"А. П. Володин: Ительменский язык. — Языки мира: Палеоазиатские языки. Москва: Индрик, 1997. 60–71.",56.511,161.0156,the eastern coast of central Kamchatka and in the basin of the river Kamchatka,5,True
358,Gothic,,,Ukraine,UKR,,Extinct,,,0.0,,44.653,33.8598,the Crimea,5,True
4,Guanche,,,Spain,ESP,,Extinct,,,0.0,,27.9264,-15.6774,the Canary Islands,5,True
477,Kamas,kamasse,kamas,Russian Federation,RUS,"xas, zkb",Extinct,Koibal (dialect); a suffixed variant such as “Kamassian” is uncalled for,,0.0,"Péter Simoncsics: Kamassian. — The Uralic languages. Edited by Daniel Abondolo. London & New York: Routledge, 1998. 580–601.",57.9964,92.8784,"formerly spoken in the eastern part of the Minusinsk region, in modern Krasnoyarsk Region; the area became gradually restricted to the Kan and Mana river basins and their sources on the northwesternmost slopes of the Eastern Sayan mountains; the last Kamas-speaking community lived in the village of Abalakovo",5,True
1353,Kamas Turk,turc kamasse,kamasiano,Russian Federation,RUS,kjh,Extinct,,,0.0,,58.109,92.7101,Abalakovo village in Krasnoyarsk Region; an extinct outlying dialect of Khakas spoken by the last speakers of Kamas (Samoyed),5,True
341,Karaim (Crimea),karaïm (Crimée),karaím (Crimea),Ukraine,UKR,kdr,Extinct,,,0.0,"Éva Ágnes Csató: Karaim. — Minor languages of Europe. Thomas Stolz (ed.). Bochum-Essener Beiträge zur Sprachwandelforschung 30, Bochum: Brockmeyer, 2001.",45.058,33.9477,Yevpatoriya region,5,True
1517,Karelian (Valday),carélien (Valday),carelio (Valday),Russian Federation,RUS,krl,Extinct,,,0.0,"Eberhard Winkler: Karelisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 667–672.",58.0284,33.3215,Valday region in Novgorod Province,5,True
371,Kemi Saami,,,Finland,FIN,,Extinct,“Kemi Sami” (outdated spelling),,0.0,,67.0631,27.6635,Sodankylä and Kuolajärvi (Salla) counties in Lapland Province,5,True
479,Kerek,kerek,kerek,Russian Federation,RUS,krk,Extinct,,,0.0,"А. П. Володин: Керекский язык. — Языки мира: Палеоазиатские языки. Москва: Индрик, 1997. 53–60. | В. Ю. Гусев: Керекский язык http://lingsib.unesco.ru/ru/languages/kerek.shtml.htm",62.5996,176.9183,"originally the Bering Sea coast between the Olyutor Bay and the Anadyr Bay, later only in the villages of Meynypil'gino and Khatyrka in Beringovskiy County in Chukchi Autonomous District",5,True
485,Kott,,,Russian Federation,RUS,,Extinct,Assan (a local name or a dialect); ассанский,,0.0,"Г. К. Вернер: Енисейские языки. — Языки мира: Палеоазиатские языки. Москва: Индрик, 1997. 169–177.",56.3013,94.5318,"the basin of the river Kan, an eastern tributary to the upper Yenisey, to the south of Krasnoyarsk",5,True
1354,Krevin,,,Latvia,LVA,,Extinct,Krevinian,,0.0,"Eberhard Winkler: Krewinisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 955.",56.35,24.2907,around and to the south-east of Bauska in Semigallia; an extinct outlying dialect of Vote,5,True
